Date,Time,Total cnts,Peak cnts,Min cnts,Centroid X μm,Centroid Y μm,D4σX μm,D4σY μm
12/11/2025,15:19:17.399,8843647.55,386.13,208.38,4.271525e+03,4.536053e+03,9.528e+02,9.534e+02
12/11/2025,15:19:18.000,8827735.91,373.25,212.88,4.271446e+03,4.536149e+03,9.537e+02,9.543e+02
12/11/2025,15:19:18.599,8846678.40,382.63,214.13,4.271492e+03,4.536116e+03,9.532e+02,9.538e+02
12/11/2025,15:19:19.200,8845080.60,370.63,210.50,4.271404e+03,4.536126e+03,9.540e+02,9.546e+02
12/11/2025,15:19:19.800,8878460.82,388.25,209.38,4.271472e+03,4.536117e+03,9.529e+02,9.536e+02
12/11/2025,15:19:20.400,8894762.22,392.63,212.38,4.271545e+03,4.536189e+03,9.523e+02,9.529e+02
12/11/2025,15:19:21.000,8881929.13,395.50,208.88,4.271547e+03,4.536225e+03,9.524e+02,9.530e+02
12/11/2025,15:19:21.599,8866287.39,385.25,212.63,4.271513e+03,4.536239e+03,9.529e+02,9.535e+02
12/11/2025,15:19:22.199,8869579.12,384.25,211.63,4.271473e+03,4.536144e+03,9.530e+02,9.535e+02
12/11/2025,15:19:22.799,8870962.50,392.50,211.75,4.271451e+03,4.536145e+03,9.531e+02,9.537e+02
12/11/2025,15:19:23.399,8888923.12,395.63,208.38,4.271532e+03,4.536210e+03,9.525e+02,9.530e+02
12/11/2025,15:19:24.000,8861573.31,376.88,212.63,4.271446e+03,4.536107e+03,9.533e+02,9.540e+02
12/11/2025,15:19:24.600,8858984.95,377.63,208.88,4.271462e+03,4.536101e+03,9.532e+02,9.536e+02
12/11/2025,15:19:25.200,8852044.88,380.50,208.63,4.271511e+03,4.536172e+03,9.532e+02,9.537e+02
12/11/2025,15:19:25.800,8880471.35,386.63,211.13,4.271566e+03,4.536184e+03,9.525e+02,9.530e+02
12/11/2025,15:19:26.400,8870387.86,382.63,209.63,4.271447e+03,4.536141e+03,9.532e+02,9.537e+02
12/11/2025,15:19:27.000,8853821.24,368.50,215.38,4.271385e+03,4.536115e+03,9.539e+02,9.544e+02
12/11/2025,15:19:27.600,8844664.83,364.50,208.00,4.271388e+03,4.536059e+03,9.544e+02,9.549e+02
12/11/2025,15:19:28.200,8849550.77,373.88,211.50,4.271445e+03,4.536125e+03,9.540e+02,9.545e+02
12/11/2025,15:19:28.800,8834785.66,362.38,213.50,4.271341e+03,4.536114e+03,9.545e+02,9.551e+02
12/11/2025,15:19:29.400,8815522.43,355.50,212.00,4.271328e+03,4.535959e+03,9.552e+02,9.558e+02
12/11/2025,15:19:30.000,8877793.26,388.13,211.63,4.271545e+03,4.536158e+03,9.527e+02,9.531e+02
12/11/2025,15:19:30.600,8849446.47,372.88,210.38,4.271454e+03,4.536111e+03,9.537e+02,9.544e+02
12/11/2025,15:19:31.200,8855918.84,393.13,213.00,4.271486e+03,4.536138e+03,9.533e+02,9.537e+02
12/11/2025,15:19:31.800,8864228.55,381.63,212.13,4.271489e+03,4.536139e+03,9.530e+02,9.537e+02
12/11/2025,15:19:32.399,8864145.74,374.25,213.75,4.271431e+03,4.536172e+03,9.535e+02,9.540e+02
12/11/2025,15:19:33.000,8863541.24,377.75,214.38,4.271460e+03,4.536064e+03,9.534e+02,9.540e+02
12/11/2025,15:19:33.600,8857508.55,379.75,210.00,4.271450e+03,4.536102e+03,9.535e+02,9.541e+02
12/11/2025,15:19:34.200,8845702.79,369.38,209.50,4.271427e+03,4.536113e+03,9.537e+02,9.544e+02
12/11/2025,15:19:34.800,8849020.90,375.63,207.88,4.271439e+03,4.536068e+03,9.536e+02,9.542e+02
12/11/2025,15:19:35.400,8864744.60,377.13,215.00,4.271506e+03,4.536163e+03,9.530e+02,9.535e+02
12/11/2025,15:19:36.000,8848968.94,375.13,211.50,4.271383e+03,4.536070e+03,9.538e+02,9.543e+02
12/11/2025,15:19:36.600,8863770.94,385.38,210.50,4.271474e+03,4.536099e+03,9.533e+02,9.538e+02
12/11/2025,15:19:37.200,8872351.24,386.25,212.13,4.271482e+03,4.536160e+03,9.531e+02,9.535e+02
12/11/2025,15:19:37.800,8859940.54,383.63,211.50,4.271455e+03,4.536085e+03,9.532e+02,9.539e+02
12/11/2025,15:19:38.400,8862975.25,391.25,209.88,4.271515e+03,4.536115e+03,9.530e+02,9.536e+02
12/11/2025,15:19:39.000,8836332.43,373.63,211.88,4.271402e+03,4.536047e+03,9.542e+02,9.547e+02
12/11/2025,15:19:39.600,8858541.04,374.25,213.63,4.271397e+03,4.536087e+03,9.537e+02,9.542e+02
12/11/2025,15:19:40.200,8852352.67,372.88,210.38,4.271356e+03,4.536036e+03,9.543e+02,9.548e+02
12/11/2025,15:19:40.800,8879177.31,387.00,213.63,4.271489e+03,4.536253e+03,9.530e+02,9.536e+02
12/11/2025,15:19:41.400,8873872.84,381.38,212.50,4.271533e+03,4.536126e+03,9.530e+02,9.535e+02
12/11/2025,15:19:42.000,8854552.51,377.63,214.00,4.271437e+03,4.536074e+03,9.537e+02,9.543e+02
12/11/2025,15:19:42.599,8843499.87,366.38,209.38,4.271420e+03,4.536102e+03,9.540e+02,9.545e+02
12/11/2025,15:19:43.200,8833113.16,366.88,211.13,4.271403e+03,4.536124e+03,9.544e+02,9.550e+02
12/11/2025,15:19:43.800,8832518.65,365.63,214.13,4.271344e+03,4.536022e+03,9.546e+02,9.551e+02
12/11/2025,15:19:44.400,8843455.50,362.00,207.13,4.271335e+03,4.536046e+03,9.545e+02,9.551e+02
12/11/2025,15:19:45.000,8849685.83,367.25,212.50,4.271372e+03,4.536074e+03,9.542e+02,9.547e+02
12/11/2025,15:19:45.600,8842227.71,372.50,211.63,4.271419e+03,4.536074e+03,9.540e+02,9.546e+02
12/11/2025,15:19:46.200,8840287.74,371.50,208.25,4.271380e+03,4.536018e+03,9.542e+02,9.548e+02
12/11/2025,15:19:46.800,8850751.89,367.50,212.63,4.271375e+03,4.536041e+03,9.541e+02,9.547e+02
12/11/2025,15:19:47.400,8841242.96,375.75,210.88,4.271388e+03,4.536069e+03,9.541e+02,9.548e+02
12/11/2025,15:19:48.000,8875629.13,397.75,209.00,4.271571e+03,4.536198e+03,9.528e+02,9.532e+02
12/11/2025,15:19:48.600,8909035.77,405.00,211.13,4.271641e+03,4.536257e+03,9.511e+02,9.517e+02
12/11/2025,15:19:49.200,8841738.33,366.63,211.88,4.271392e+03,4.536035e+03,9.542e+02,9.548e+02
12/11/2025,15:19:49.800,8826554.13,358.38,209.75,4.271348e+03,4.536033e+03,9.548e+02,9.554e+02
12/11/2025,15:19:50.401,8844451.12,367.50,208.38,4.271436e+03,4.536028e+03,9.539e+02,9.545e+02
12/11/2025,15:19:51.000,8848119.25,365.63,207.25,4.271403e+03,4.536165e+03,9.542e+02,9.547e+02
12/11/2025,15:19:51.600,8854400.45,370.25,210.38,4.271444e+03,4.536072e+03,9.538e+02,9.543e+02
12/11/2025,15:19:52.201,8806143.65,350.63,205.00,4.271224e+03,4.535947e+03,9.556e+02,9.563e+02
12/11/2025,15:19:52.800,8820667.42,358.88,210.88,4.271340e+03,4.536021e+03,9.546e+02,9.551e+02
12/11/2025,15:19:53.400,8813002.72,366.63,212.25,4.271402e+03,4.536078e+03,9.542e+02,9.548e+02
12/11/2025,15:19:54.001,8804374.49,365.63,209.25,4.271384e+03,4.536091e+03,9.540e+02,9.546e+02
12/11/2025,15:19:54.601,8864606.18,400.00,208.38,4.271664e+03,4.536295e+03,9.515e+02,9.520e+02
12/11/2025,15:19:55.201,8787001.38,365.75,205.88,4.271439e+03,4.536118e+03,9.538e+02,9.543e+02
12/11/2025,15:19:55.801,8716052.79,383.13,203.88,4.271598e+03,4.536221e+03,9.523e+02,9.528e+02
12/11/2025,15:19:56.401,8527918.55,350.63,204.50,4.271357e+03,4.536124e+03,9.545e+02,9.551e+02
12/11/2025,15:19:57.001,8398561.19,359.13,198.25,4.271376e+03,4.536144e+03,9.540e+02,9.545e+02
12/11/2025,15:19:57.601,8386942.87,382.13,197.25,4.271674e+03,4.536402e+03,9.509e+02,9.514e+02
12/11/2025,15:19:58.201,8132770.97,346.63,191.38,4.271454e+03,4.536124e+03,9.537e+02,9.543e+02
12/11/2025,15:19:58.801,8033789.54,334.75,194.38,4.271360e+03,4.536178e+03,9.543e+02,9.549e+02
12/11/2025,15:19:59.401,8028584.87,334.63,193.25,4.271401e+03,4.536107e+03,9.539e+02,9.545e+02
12/11/2025,15:20:00.001,8060869.87,346.13,194.00,4.271523e+03,4.536253e+03,9.526e+02,9.533e+02
12/11/2025,15:20:00.601,8044885.58,320.38,194.25,4.271264e+03,4.535959e+03,9.559e+02,9.564e+02
12/11/2025,15:20:01.200,8116600.08,349.38,194.25,4.271439e+03,4.536130e+03,9.534e+02,9.539e+02
12/11/2025,15:20:01.800,8102353.36,328.63,190.88,4.271296e+03,4.536023e+03,9.549e+02,9.554e+02
12/11/2025,15:20:02.401,8179558.29,370.88,193.75,4.271615e+03,4.536312e+03,9.513e+02,9.519e+02
12/11/2025,15:20:03.000,8144466.80,361.25,194.13,4.271543e+03,4.536205e+03,9.524e+02,9.530e+02
12/11/2025,15:20:03.601,8124533.80,340.75,196.00,4.271431e+03,4.536136e+03,9.532e+02,9.539e+02
12/11/2025,15:20:04.201,8104371.03,339.25,190.13,4.271327e+03,4.536119e+03,9.543e+02,9.549e+02
12/11/2025,15:20:04.801,8151626.26,354.50,195.75,4.271514e+03,4.536208e+03,9.521e+02,9.526e+02
12/11/2025,15:20:05.401,8127818.10,352.75,189.00,4.271431e+03,4.536144e+03,9.529e+02,9.535e+02
12/11/2025,15:20:06.001,8131955.09,350.38,194.88,4.271490e+03,4.536164e+03,9.530e+02,9.536e+02
12/11/2025,15:20:06.601,8108069.49,339.63,196.50,4.271370e+03,4.536104e+03,9.540e+02,9.546e+02
12/11/2025,15:20:07.201,8128247.70,346.88,193.63,4.271481e+03,4.536206e+03,9.531e+02,9.536e+02
12/11/2025,15:20:07.801,8125325.54,345.50,196.25,4.271460e+03,4.536163e+03,9.531e+02,9.537e+02
12/11/2025,15:20:08.401,8111799.56,354.38,194.75,4.271450e+03,4.536121e+03,9.533e+02,9.539e+02
12/11/2025,15:20:09.001,8155559.22,356.88,193.00,4.271507e+03,4.536196e+03,9.525e+02,9.531e+02
12/11/2025,15:20:09.601,8149337.25,347.63,196.50,4.271473e+03,4.536270e+03,9.531e+02,9.536e+02
12/11/2025,15:20:10.200,8149840.82,360.25,195.13,4.271484e+03,4.536176e+03,9.530e+02,9.537e+02
12/11/2025,15:20:10.801,8156749.81,361.38,195.75,4.271492e+03,4.536240e+03,9.525e+02,9.532e+02
12/11/2025,15:20:11.400,8147297.40,352.13,190.00,4.271496e+03,4.536201e+03,9.528e+02,9.533e+02
