Position_um,Power_W
0.0,0.10091196
500.0,0.102373838
1000.0,0.0972188339
1500.0,0.102104545
2000.0,0.102681607
2500.0,0.102143019
3000.0,0.100219488
3500.0,0.0986422449
4000.0,0.096526362
4500.0,0.0922176614
5000.0,0.0856007263
5500.0,0.080676496
6000.0,0.0738287345
6500.0,0.0672117993
7000.0,0.059286885
7500.0,0.0514773652
8000.0,0.0436293706
8500.0,0.0340502262
9000.0,0.0260483492
9500.0,0.0175463576
10000.0,0.0095829526
