Position_um,Power_W
0.0,0.0947951898
500.0,0.0987576544
1000.0,0.0949105993
1500.0,0.0933717787
2000.0,0.0943720117
2500.0,0.092987068
3000.0,0.0971418917
3500.0,0.0914482474
4000.0,0.0865240172
4500.0,0.0829462558
5000.0,0.0792915523
5500.0,0.073367089
6000.0,0.0692507401
6500.0,0.0610565096
7000.0,0.0529392436
7500.0,0.0464761928
8000.0,0.0373202004
8500.0,0.0298569351
9000.0,0.0212010592
9500.0,0.0139685953
10000.0,0.00604368374
