Position_um,Power_W
0.0,0.115569241
500.0,0.118493006
1000.0,0.116954178
1500.0,0.116107829
2000.0,0.113876536
2500.0,0.115107596
3000.0,0.117261946
3500.0,0.113722652
4000.0,0.113876536
4500.0,0.118262179
5000.0,0.113530301
5500.0,0.117069595
6000.0,0.112953246
6500.0,0.111029714
7000.0,0.111645244
7500.0,0.110260308
8000.0,0.103797249
8500.0,0.0990654156
9000.0,0.0969110653
9500.0,0.0887937769
10000.0,0.0771756694
